group_1000.jpg	[93,119,472,790]
group_1002.jpg	[235,40,678,727]
group_1004.jpg	[144,97,653,824]
group_1006.jpg	[198,221,669,829]
group_1008.jpg	[204,25,704,741]
group_1010.jpg	[54,79,540,600]
group_1012.jpg	[118,-69,800,787]
group_1014.jpg	[114,171,783,890]
group_1016.jpg	[170,28,744,736]
group_1018.jpg	[174,594,246,866]
group_1020.jpg	[85,210,702,827]
group_1022.jpg	[134,228,601,575]
group_1024.jpg	[49,-22,654,627]
group_1026.jpg	[204,58,642,556]
group_1028.jpg	[114,55,424,617]
group_1030.jpg	[255,55,567,619]
group_1032.jpg	[221,47,605,633]
group_1034.jpg	[118,173,594,739]
group_1036.jpg	[168,267,644,663]
group_1038.jpg	[117,28,654,564]
group_1040.jpg	[129,113,593,640]
group_1042.jpg	[41,276,671,861]
group_1044.jpg	[133,173,660,677]
group_1046.jpg	[115,66,551,685]
group_1048.jpg	[104,240,649,819]
group_1050.jpg	[85,373,606,686]
group_1052.jpg	[96,57,482,596]
group_1054.jpg	[84,38,642,555]
group_1056.jpg	[84,-3,689,616]
group_1058.jpg	[108,20,524,590]
group_1060.jpg	[99,17,732,630]
group_1062.jpg	[63,221,675,559]
group_1064.jpg	[97,69,446,442]
group_1066.jpg	[106,60,496,530]
group_1068.jpg	[151,283,547,485]
group_1070.jpg	[112,138,542,605]
group_1072.jpg	[128,329,576,606]
group_1074.jpg	[136,304,567,623]
group_1076.jpg	[138,251,569,680]
group_1078.jpg	[109,214,607,643]
group_1080.jpg	[161,46,387,632]
group_1082.jpg	[195,242,549,469]
group_1084.jpg	[49,-22,654,627]
group_1086.jpg	[197,22,709,743]
